   204/299     2.96G   0.03505   0.09193  0.006795    0.1338       155       640    0.9978     0.997    0.9937     0.706   0.03145    0.3098  0.005237
   205/299     2.96G   0.03405   0.08865  0.006202    0.1289        93       640    0.9979     0.997     0.994    0.7111   0.03145    0.3095  0.005202
   206/299     2.96G   0.03458   0.09122  0.006193     0.132       119       640    0.9975     0.997    0.9941    0.7364    0.0304    0.3044  0.005214
   207/299     2.96G   0.03468   0.08935  0.006683    0.1307       129       640    0.9976     0.997    0.9941    0.7308   0.03064    0.3052  0.005164
   208/299     2.96G   0.03472   0.08794   0.00607    0.1287       108       640    0.9979     0.997    0.9941    0.7258   0.03086    0.3072   0.00508
   209/299     2.96G   0.03342    0.0904  0.005857    0.1297        94       640    0.9979     0.997    0.9939    0.7293   0.03086    0.3085  0.004977
   210/299     2.96G    0.0337   0.08175  0.006273    0.1217        31       640    0.9976    0.9985    0.9937    0.7315   0.03044    0.3084  0.004844
   211/299     2.96G   0.03387   0.08877  0.005985    0.1286        90       640     0.998    0.9981    0.9937    0.7288   0.03119    0.3086   0.00479
   212/299     2.96G   0.03562   0.09495  0.006236    0.1368        84       640    0.9978    0.9982    0.9938    0.7205   0.03116    0.3106  0.004774
   213/299     2.96G   0.03281   0.09135     0.006    0.1302        92       640    0.9977    0.9981    0.9939    0.7255   0.03121    0.3076   0.00476
   214/299     2.96G   0.03451   0.09168  0.006138    0.1323       120       640    0.9978    0.9981    0.9938     0.734   0.03006     0.303  0.004726
   215/299     2.96G   0.03313   0.08747  0.005814    0.1264        70       640    0.9981     0.998    0.9938    0.7336   0.03019    0.3034   0.00473
   216/299     2.96G   0.03374   0.08956  0.006263    0.1296       103       640     0.998    0.9981    0.9941    0.7337   0.03061    0.3053  0.004725
   217/299     2.96G   0.03356   0.08831  0.006581    0.1285        69       640    0.9979    0.9981    0.9941    0.7334   0.03032     0.306  0.004699
   218/299     2.96G   0.03336   0.09053  0.005898    0.1298       122       640    0.9977    0.9982    0.9939    0.7369   0.03006    0.3069  0.004642
   219/299     2.96G   0.03453    0.0909  0.006504    0.1319       114       640    0.9978    0.9981    0.9939    0.7316   0.03106    0.3086  0.004619
   220/299     2.96G    0.0356   0.08809  0.006005    0.1297        71       640    0.9981    0.9978    0.9938    0.7244   0.03137    0.3093  0.004563
   221/299     2.96G   0.03413     0.091  0.005623    0.1308        92       640     0.998    0.9985    0.9938    0.7235   0.03115    0.3088  0.004518
   222/299     2.96G   0.03383    0.0902  0.005856    0.1299       108       640     0.998    0.9985    0.9938    0.7361   0.02995    0.3043  0.004517
   223/299     2.96G   0.03331   0.08561  0.005903    0.1248        88       640    0.9978    0.9985    0.9938    0.7292   0.03019    0.3041  0.004475
   224/299     2.96G   0.03524   0.09385  0.005888     0.135       134       640    0.9977    0.9985    0.9938    0.7252   0.03034     0.306  0.004444
   225/299     2.96G   0.03349   0.09108  0.005313    0.1299       120       640    0.9979    0.9985    0.9942    0.7237   0.03052    0.3057  0.004423
   226/299     2.96G   0.03177   0.08958  0.004968    0.1263        89       640    0.9979    0.9985     0.994    0.7364   0.02975    0.3015  0.004377
   227/299     2.96G   0.03347   0.09334  0.005758    0.1326       115       640    0.9979    0.9985    0.9938    0.7254   0.03038    0.3039  0.004336
   228/299     2.96G   0.03564   0.09306  0.005893    0.1346        89       640    0.9977    0.9985    0.9936    0.7085    0.0319    0.3082  0.004308
   229/299     2.96G    0.0332   0.08538  0.004937    0.1235        64       640     0.998    0.9985    0.9938    0.7112   0.03133    0.3099  0.004305
   230/299     2.96G   0.03454   0.08536  0.005479    0.1254        79       640     0.997    0.9982    0.9942     0.738   0.02962    0.3013  0.004312
   231/299     2.96G   0.03154   0.08632  0.005214    0.1231        83       640    0.9964    0.9982    0.9944    0.7363   0.02999    0.3022  0.004315
   232/299     2.96G   0.03362   0.08886  0.005859    0.1283        72       640    0.9967    0.9981    0.9944     0.728   0.03018    0.3026  0.004309
   233/299     2.96G   0.03293   0.08957  0.005434    0.1279       109       640    0.9974    0.9978    0.9943    0.7282   0.03032    0.3064  0.004301
   234/299     2.96G   0.03376    0.0885  0.005579    0.1278       129       640    0.9973    0.9977    0.9942    0.7351   0.02984    0.3031  0.004287
   235/299     2.96G   0.03205   0.08774  0.005549    0.1253        90       640    0.9978    0.9978    0.9942    0.7264   0.03043     0.305   0.00426
   236/299     2.96G   0.03317    0.0824  0.005484    0.1211        54       640    0.9978     0.998    0.9941    0.7247    0.0303    0.3031  0.004227
   237/299     2.96G   0.03231   0.08961   0.00552    0.1274        88       640    0.9972    0.9983     0.994    0.7324   0.02997    0.3002  0.004235
   238/299     2.96G    0.0319   0.08545  0.005345    0.1227        51       640    0.9977    0.9971     0.994    0.7338   0.02971    0.2993  0.004211
   239/299     2.96G   0.03233   0.08781  0.005084    0.1252        79       640    0.9974    0.9971    0.9941    0.7339   0.03024    0.3014  0.004179
   240/299     2.96G   0.03501   0.09289  0.005672    0.1336       123       640    0.9979    0.9965    0.9941    0.7368   0.03028    0.3023  0.004169
   241/299     2.96G   0.03203   0.08669  0.004736    0.1235        92       640    0.9974     0.997     0.994    0.7276   0.03033    0.3017  0.004179
   242/299     2.96G   0.03213   0.08637   0.00513    0.1236        93       640     0.997     0.997    0.9941    0.7364   0.02942    0.2979  0.004144
   243/299     2.96G   0.03136   0.08703  0.005267    0.1237        70       640    0.9974    0.9969    0.9942    0.7381   0.02952    0.2987  0.004107
   244/299     2.96G   0.03271   0.08987  0.004971    0.1276        98       640    0.9967    0.9985    0.9942    0.7389   0.02979    0.2996  0.004057
   245/299     2.96G   0.03227   0.08616   0.00554     0.124        58       640    0.9975    0.9985    0.9942    0.7341   0.02953    0.2989  0.004013
   246/299     2.96G   0.03202   0.08857   0.00515    0.1257        89       640    0.9981    0.9984    0.9941    0.7355   0.02967    0.3035  0.003987
   247/299     2.96G   0.03247   0.08752  0.005007     0.125       124       640    0.9978    0.9985     0.994    0.7354   0.02989    0.3025  0.003972
   248/299     2.96G   0.03359   0.08977  0.005322    0.1287        72       640    0.9976    0.9985     0.994    0.7353   0.02989    0.3029  0.003975
   249/299     2.96G   0.03285   0.08575  0.005536    0.1241        90       640    0.9976    0.9985    0.9942    0.7322   0.02994     0.303  0.003977
   250/299     2.96G   0.03189   0.08805  0.005263    0.1252        90       640    0.9979    0.9984     0.994    0.7263   0.02991    0.3033  0.003928
   251/299     2.96G   0.03352   0.09339  0.005333    0.1322       108       640    0.9978    0.9984     0.994    0.7309   0.03056    0.3059  0.003897
   252/299     2.96G   0.03395   0.09051  0.004963    0.1294        84       640    0.9974    0.9985     0.994    0.7181   0.03113    0.3063  0.003884
   253/299     2.96G   0.03368   0.09101   0.00515    0.1298        97       640    0.9974    0.9985    0.9941    0.7201   0.03069     0.307  0.003912
   254/299     2.96G   0.03327   0.09058  0.005454    0.1293        99       640    0.9976    0.9985    0.9942    0.7272   0.02969    0.3019  0.003931
   255/299     2.96G   0.03573   0.08526  0.005833    0.1268        40       640    0.9978    0.9985    0.9942    0.7338   0.03005     0.303  0.003931
   256/299     2.96G   0.03382   0.08626  0.005166    0.1253        93       640    0.9978    0.9984    0.9943    0.7338   0.03018    0.3033   0.00393
   257/299     2.96G   0.03336   0.08542  0.005377    0.1242        84       640    0.9976    0.9985    0.9943     0.724   0.03027     0.304  0.003939
   258/299     2.96G   0.03301   0.08851  0.005026    0.1266       122       640    0.9977    0.9985    0.9942    0.7374   0.02959     0.301  0.003927
   259/299     2.96G   0.03149   0.08723  0.005253     0.124        96       640    0.9978    0.9985    0.9942    0.7372   0.02943    0.2994  0.003901
   260/299     2.96G   0.03201   0.08765  0.005346     0.125       126       640    0.9979    0.9985    0.9943    0.7331   0.02956    0.2993  0.003891
   261/299     2.96G    0.0326   0.08927  0.005262    0.1271       103       640    0.9976    0.9985    0.9943    0.7354   0.02946    0.2984   0.00387
   262/299     2.96G   0.03168   0.08603  0.004883    0.1226        95       640    0.9979    0.9984    0.9942    0.7388   0.02936    0.3013  0.003882
   263/299     2.96G   0.03194    0.0871  0.005121    0.1242        79       640    0.9976    0.9985    0.9942    0.7402   0.02949    0.3026  0.003851
   264/299     2.96G   0.03272   0.08844  0.004738    0.1259       131       640     0.998    0.9981    0.9942    0.7385   0.02939    0.2998  0.003806
   265/299     2.96G   0.03242   0.08849  0.005255    0.1262       148       640    0.9978    0.9981    0.9942    0.7327   0.02986    0.3026  0.003788
   266/299     2.96G    0.0321   0.08464  0.005409    0.1222       110       640    0.9974    0.9985    0.9942    0.7339   0.02956    0.3031   0.00376
   267/299     2.96G   0.03124    0.0889  0.004809    0.1249       114       640    0.9972    0.9985    0.9942    0.7343   0.02982    0.3045  0.003749
   268/299     2.96G   0.03237   0.08188  0.004801    0.1191        39       640    0.9967    0.9985    0.9942     0.733   0.03024    0.3025  0.003727
   269/299     2.96G   0.03276    0.0871  0.004837    0.1247        70       640    0.9971    0.9985    0.9943    0.7353   0.03004    0.3014  0.003745
   270/299     2.96G   0.03262   0.08638  0.004776    0.1238       113       640    0.9971    0.9985    0.9943     0.741   0.02951    0.2994  0.003735
   271/299     2.96G   0.03136   0.08338  0.004872    0.1196        40       640     0.997    0.9985    0.9942    0.7464   0.02946    0.2987  0.003706
   272/299     2.96G    0.0324   0.08904  0.004745    0.1262       102       640    0.9973    0.9985    0.9942    0.7318   0.03009    0.3039  0.003667
   273/299     2.96G   0.03343   0.09032  0.004529    0.1283       120       640    0.9976    0.9985    0.9942    0.7346   0.02991    0.3018  0.003657
   274/299     2.96G   0.03185   0.08668  0.005712    0.1242        85       640    0.9985    0.9985    0.9943    0.7421   0.02925    0.3028  0.003658
   275/299     2.96G   0.03167   0.08596   0.00506    0.1227        97       640    0.9986    0.9984    0.9942    0.7385   0.02953    0.3051  0.003654
   276/299     2.96G   0.03281   0.08842  0.005339    0.1266       121       640    0.9983    0.9985    0.9942    0.7303   0.02979    0.3068  0.003662
   277/299     2.96G   0.03245   0.08115  0.005182    0.1188        54       640    0.9984    0.9985    0.9943    0.7329   0.02974    0.3051  0.003706
   278/299     2.96G   0.03178   0.08246  0.004605    0.1189        66       640    0.9982    0.9985    0.9943    0.7392   0.02972    0.3041  0.003704
   279/299     2.96G   0.03271   0.08391  0.005449    0.1221        60       640    0.9983    0.9978    0.9944    0.7382   0.02973    0.3028  0.003639
   280/299     2.96G   0.03401   0.08777  0.005226     0.127       140       640    0.9973    0.9985    0.9943    0.7345   0.02995     0.302  0.003619
   281/299     2.96G    0.0332   0.08697   0.00497    0.1251       114       640    0.9975    0.9985    0.9943    0.7403   0.02973    0.3017   0.00362
   282/299     2.96G    0.0321   0.08375  0.005217    0.1211        71       640    0.9972    0.9985    0.9943    0.7345   0.02942    0.2988  0.003611
   283/299     2.96G   0.03148   0.08295  0.004646    0.1191        80       640    0.9971    0.9985    0.9943     0.739    0.0296    0.2992  0.003608
   284/299     2.96G   0.03354   0.08983  0.005009    0.1284       125       640    0.9973    0.9985    0.9944    0.7337   0.02997    0.3023   0.00362
   285/299     2.96G   0.03232   0.09087  0.004504    0.1277       115       640    0.9974    0.9984    0.9944    0.7349   0.02971    0.3025  0.003648
   286/299     2.96G   0.03247   0.08787  0.004842    0.1252       122       640    0.9972    0.9984    0.9944    0.7455    0.0293    0.2988  0.003643
   287/299     2.96G   0.03178    0.0869  0.004584    0.1233        97       640    0.9974    0.9985    0.9944    0.7441    0.0293    0.3001  0.003636
   288/299     2.96G   0.03367   0.08696  0.005283    0.1259       115       640    0.9984    0.9978    0.9944    0.7424   0.02953    0.3002  0.003624
   289/299     2.96G   0.03208   0.08994  0.004538    0.1266       103       640    0.9973    0.9985    0.9944    0.7399   0.02955    0.2985  0.003614
   290/299     2.96G   0.03149   0.08635  0.004591    0.1224        70       640    0.9975    0.9985    0.9944    0.7448   0.02926    0.2961  0.003605
   291/299     2.96G   0.03132   0.08865  0.004759    0.1247       110       640    0.9978    0.9984    0.9944    0.7443   0.02936    0.2977  0.003595
   292/299     2.96G   0.03213   0.08681  0.005021     0.124       123       640    0.9974    0.9985    0.9943    0.7407   0.02933    0.2973  0.003575
   293/299     2.96G   0.03184   0.08685  0.005222    0.1239       115       640    0.9972    0.9985    0.9943    0.7428   0.02927    0.2999  0.003562
   294/299     2.96G   0.03122   0.08812  0.004572    0.1239       121       640    0.9979    0.9985    0.9943    0.7445    0.0291    0.2996  0.003549
   295/299     2.96G   0.03131   0.08897  0.004563    0.1248        98       640    0.9978    0.9985    0.9944    0.7461   0.02917    0.2977  0.003542
   296/299     2.96G   0.03287   0.08446  0.004896    0.1222       108       640    0.9977    0.9985    0.9944    0.7378    0.0297    0.2992  0.003535
   297/299     2.96G   0.03133   0.09117  0.004479     0.127        96       640    0.9982    0.9985    0.9944    0.7398   0.02926    0.2997  0.003526
   298/299     2.96G   0.03182   0.08507   0.00469    0.1216        99       640    0.9981    0.9985    0.9944    0.7447   0.02921    0.2976  0.003535
   299/299     2.96G   0.03185   0.08758  0.004948    0.1244       119       640    0.9982    0.9985    0.9944    0.7422   0.02955    0.2993  0.003519
